"DateTime","Ensemble ET","eeMetric ET","SSEBop ET","SIMS ET","PT-JPL ET","DisALEXI ET","geeSEBAL ET","Precip (gridMET)","Reference ET (ETo)","NDVI",
"2024-09-16 00:00:00",3.752,4.088,4.089,3.986,3.085,3.142,2.824,0,4.759,0.646,
"2024-09-17 00:00:00",3.893,4.239,4.198,4.117,3.079,3.112,2.812,0.24,4.938,0.642,
"2024-09-18 00:00:00",3.863,4.203,4.121,4.066,2.934,2.941,2.672,0.779,4.899,0.639,
"2024-09-19 00:00:00",4.048,4.403,4.273,4.241,2.949,2.928,2.677,0,5.135,0.635,
"2024-09-20 00:00:00",3.99,4.337,4.166,4.161,2.781,2.734,2.516,8.143,5.061,0.632,
"2024-09-21 00:00:00",2.525,2.743,2.608,2.621,1.681,1.635,1.516,4.553,3.203,0.628,
"2024-09-22 00:00:00",0.961,1.043,0.981,0.993,0.61,0.585,0.547,3.098,1.219,0.625,
"2024-09-23 00:00:00",1.454,1.577,1.468,1.495,0.877,0.831,0.784,0,1.844,0.621,
"2024-09-24 00:00:00",1.841,1.996,1.838,1.883,1.052,0.982,0.936,2.946,2.335,0.618,
"2024-09-25 00:00:00",2.755,2.985,2.72,2.806,1.489,1.365,1.317,0,3.495,0.614,
"2024-09-26 00:00:00",2.528,2.737,2.467,2.562,1.287,1.156,1.132,0,3.206,0.611,
"2024-09-27 00:00:00",2.63,2.846,2.536,2.652,1.256,1.103,1.097,0,3.336,0.607,
"2024-09-28 00:00:00",2.955,3.195,2.815,2.965,1.319,1.126,1.142,0,3.747,0.604,
"2024-09-29 00:00:00",6.872,7.427,6.47,6.863,2.852,2.359,2.447,0,8.716,0.6,
"2024-09-30 00:00:00",3.17,3.346,2.934,3.112,1.468,1.088,1.224,0,4.02,0.588,
"2024-10-01 00:00:00",3.08,3.174,2.802,2.973,1.576,1.057,1.283,0,3.907,0.576,
"2024-10-02 00:00:00",3.913,3.933,3.497,3.71,2.19,1.343,1.748,0,4.963,0.564,
"2024-10-03 00:00:00",3.8,3.724,3.335,3.539,2.31,1.304,1.812,0,4.82,0.553,
"2024-10-04 00:00:00",2.795,2.669,2.409,2.556,1.834,0.959,1.417,0,3.545,0.541,
"2024-10-05 00:00:00",4.966,4.617,4.201,4.458,3.498,1.705,2.668,0,6.299,0.529,
"2024-10-06 00:00:00",3.245,2.935,2.692,2.857,2.441,1.114,1.841,0,4.115,0.517,
"2024-10-07 00:00:00",2.469,2.171,2.01,2.133,1.977,0.848,1.476,0,3.132,0.505,
"2024-10-08 00:00:00",3.026,2.661,2.463,2.614,2.423,1.038,1.808,0,3.838,0.505,
"2024-10-09 00:00:00",3.447,3.031,2.806,2.978,2.76,1.183,2.06,0,4.372,0.505,
"2024-10-10 00:00:00",3.809,3.349,3.1,3.29,3.05,1.307,2.277,3.628,4.831,0.505,
"2024-10-11 00:00:00",3.273,2.878,2.664,2.827,2.621,1.123,1.956,0,4.151,0.505,
"2024-10-12 00:00:00",3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505,
"2024-10-13 00:00:00",3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505,
"2024-10-14 00:00:00",3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505,
"2024-10-15 00:00:00",3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505,
